sb,side,k,pos,idx,reg,a,G,geom,dev,cumS,Sraw,S,Srem,smax,bpt,dhat
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,L,628-35(2),1,1,1039.00,1255.0,741.92,741.92,0.00,41.866,22.3806,22.3800,67.828,87.313,"(310464.9608,2651996.2759)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,45.849,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5540,8.5500,35.449,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.11,0.01,10.400,10.4001,10.4000,68.230,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5541,8.5500,57.830,87.715,"(310504.7119,2651954.2741)","(-0.68738,0.72630)"
3.5,R,628-35(2),1,1,1039.00,1255.0,741.92,741.93,0.01,41.343,22.3882,22.3900,49.276,87.715,"(310498.8319,2651960.4869)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,L,628-35(2),1,1,1039.00,1255.0,741.92,741.92,0.00,41.866,22.3806,22.3800,67.828,87.313,"(310464.9608,2651996.2759)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,45.849,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5540,8.5500,35.449,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.11,0.01,10.400,10.4001,10.4000,68.230,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5541,8.5500,57.830,87.715,"(310504.7119,2651954.2741)","(-0.68738,0.72630)"
3.5,R,628-35(2),1,1,1039.00,1255.0,741.92,741.93,0.01,41.343,22.3882,22.3900,49.276,87.715,"(310498.8319,2651960.4869)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,L,628-35(2),1,1,1039.00,1255.0,741.92,741.92,0.00,41.866,22.3806,22.3800,67.828,87.313,"(310464.9608,2651996.2759)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,45.849,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5540,8.5500,35.449,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.11,0.01,10.400,10.4001,10.4000,68.230,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5541,8.5500,57.830,87.715,"(310504.7119,2651954.2741)","(-0.68738,0.72630)"
3.5,R,628-35(2),1,1,1039.00,1255.0,741.92,741.93,0.01,41.343,22.3882,22.3900,49.276,87.715,"(310498.8319,2651960.4869)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,L,628-35(2),1,1,1039.00,1255.0,741.92,741.92,0.00,41.866,22.3806,22.3800,67.828,87.313,"(310464.9608,2651996.2759)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,45.849,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5540,8.5500,35.449,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.11,0.01,10.400,10.4001,10.4000,68.230,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5541,8.5500,57.830,87.715,"(310504.7119,2651954.2741)","(-0.68738,0.72630)"
3.5,R,628-35(2),1,1,1039.00,1255.0,741.92,741.93,0.01,41.343,22.3882,22.3900,49.276,87.715,"(310498.8319,2651960.4869)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,L,628-35(2),1,1,1039.00,1255.0,741.92,741.92,0.00,41.866,22.3806,22.3800,67.828,87.313,"(310464.9608,2651996.2759)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,45.849,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5540,8.5500,35.449,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.11,0.01,10.400,10.4001,10.4000,68.230,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5541,8.5500,57.830,87.715,"(310504.7119,2651954.2741)","(-0.68738,0.72630)"
3.5,R,628-35(2),1,1,1039.00,1255.0,741.92,741.93,0.01,41.343,22.3882,22.3900,49.276,87.715,"(310498.8319,2651960.4869)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,L,628-35(2),1,1,1039.00,1255.0,741.92,741.92,0.00,41.866,22.3806,22.3800,67.828,87.313,"(310464.9608,2651996.2759)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,45.849,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5540,8.5500,35.449,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.11,0.01,10.400,10.4001,10.4000,68.230,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5541,8.5500,57.830,87.715,"(310504.7119,2651954.2741)","(-0.68738,0.72630)"
3.5,R,628-35(2),1,1,1039.00,1255.0,741.92,741.93,0.01,41.343,22.3882,22.3900,49.276,87.715,"(310498.8319,2651960.4869)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,L,628-35(2),1,1,1039.00,1255.0,741.92,741.92,0.00,41.866,22.3806,22.3800,67.828,87.313,"(310464.9608,2651996.2759)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,45.849,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5540,8.5500,35.449,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.11,0.01,10.400,10.4001,10.4000,68.230,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5541,8.5500,57.830,87.715,"(310504.7119,2651954.2741)","(-0.68738,0.72630)"
3.5,R,628-35(2),1,1,1039.00,1255.0,741.92,741.93,0.01,41.343,22.3882,22.3900,49.276,87.715,"(310498.8319,2651960.4869)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,L,628-35(2),1,1,1039.00,1255.0,741.92,741.92,0.00,41.866,22.3806,22.3800,67.828,87.313,"(310464.9608,2651996.2759)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,45.849,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5540,8.5500,35.449,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.11,0.01,10.400,10.4001,10.4000,68.230,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5541,8.5500,57.830,87.715,"(310504.7119,2651954.2741)","(-0.68738,0.72630)"
3.5,R,628-35(2),1,1,1039.00,1255.0,741.92,741.93,0.01,41.343,22.3882,22.3900,49.276,87.715,"(310498.8319,2651960.4869)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,L,628-35(2),1,1,1039.00,1255.0,741.92,741.92,0.00,41.866,22.3806,22.3800,67.828,87.313,"(310464.9608,2651996.2759)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,45.849,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5540,8.5500,35.449,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.11,0.01,10.400,10.4001,10.4000,68.230,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5541,8.5500,57.830,87.715,"(310504.7119,2651954.2741)","(-0.68738,0.72630)"
3.5,R,628-35(2),1,1,1039.00,1255.0,741.92,741.93,0.01,41.343,22.3882,22.3900,49.276,87.715,"(310498.8319,2651960.4869)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,L,628-35(2),1,1,1039.00,1255.0,741.92,741.92,0.00,41.866,22.3806,22.3800,67.828,87.313,"(310464.9608,2651996.2759)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,45.849,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5540,8.5500,35.449,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.11,0.01,10.400,10.4001,10.4000,68.230,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5541,8.5500,57.830,87.715,"(310504.7119,2651954.2741)","(-0.68738,0.72630)"
3.5,R,628-35(2),1,1,1039.00,1255.0,741.92,741.93,0.01,41.343,22.3882,22.3900,49.276,87.715,"(310498.8319,2651960.4869)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,L,628-35(2),1,1,1039.00,1255.0,741.92,741.92,0.00,41.866,22.3806,22.3800,67.828,87.313,"(310464.9608,2651996.2759)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,45.849,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5540,8.5500,35.449,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.11,0.01,10.400,10.4001,10.4000,68.230,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5541,8.5500,57.830,87.715,"(310504.7119,2651954.2741)","(-0.68738,0.72630)"
3.5,R,628-35(2),1,1,1039.00,1255.0,741.92,741.93,0.01,41.343,22.3882,22.3900,49.276,87.715,"(310498.8319,2651960.4869)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,L,628-35(2),1,1,1039.00,1255.0,741.92,741.92,0.00,41.866,22.3806,22.3800,67.828,87.313,"(310464.9608,2651996.2759)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,45.849,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5540,8.5500,35.449,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.11,0.01,10.400,10.4001,10.4000,68.230,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5541,8.5500,57.830,87.715,"(310504.7119,2651954.2741)","(-0.68738,0.72630)"
3.5,R,628-35(2),1,1,1039.00,1255.0,741.92,741.93,0.01,41.343,22.3882,22.3900,49.276,87.715,"(310498.8319,2651960.4869)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,L,628-35(2),1,1,1039.00,1255.0,741.92,741.92,0.00,41.866,22.3806,22.3800,67.828,87.313,"(310464.9608,2651996.2759)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,45.849,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5540,8.5500,35.449,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.11,0.01,10.400,10.4001,10.4000,68.230,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5541,8.5500,57.830,87.715,"(310504.7119,2651954.2741)","(-0.68738,0.72630)"
3.5,R,628-35(2),1,1,1039.00,1255.0,741.92,741.93,0.01,41.343,22.3882,22.3900,49.276,87.715,"(310498.8319,2651960.4869)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,L,628-35(2),1,1,1039.00,1255.0,741.92,741.92,0.00,41.866,22.3806,22.3800,67.828,87.313,"(310464.9608,2651996.2759)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,45.849,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5540,8.5500,35.449,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.11,0.01,10.400,10.4001,10.4000,68.230,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5541,8.5500,57.830,87.715,"(310504.7119,2651954.2741)","(-0.68738,0.72630)"
3.5,R,628-35(2),1,1,1039.00,1255.0,741.92,741.93,0.01,41.343,22.3882,22.3900,49.276,87.715,"(310498.8319,2651960.4869)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,L,628-35(2),1,1,1039.00,1255.0,741.92,741.92,0.00,41.866,22.3806,22.3800,67.828,87.313,"(310464.9608,2651996.2759)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,45.849,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5540,8.5500,35.449,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.11,0.01,10.400,10.4001,10.4000,68.230,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5541,8.5500,57.830,87.715,"(310504.7119,2651954.2741)","(-0.68738,0.72630)"
3.5,R,628-35(2),1,1,1039.00,1255.0,741.92,741.93,0.01,41.343,22.3882,22.3900,49.276,87.715,"(310498.8319,2651960.4869)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,L,628-35(2),1,1,1039.00,1255.0,741.92,741.92,0.00,41.866,22.3806,22.3800,67.828,87.313,"(310464.9608,2651996.2759)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,45.849,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5540,8.5500,35.449,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.11,0.01,10.400,10.4001,10.4000,68.230,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5541,8.5500,57.830,87.715,"(310504.7119,2651954.2741)","(-0.68738,0.72630)"
3.5,R,628-35(2),1,1,1039.00,1255.0,741.92,741.93,0.01,41.343,22.3882,22.3900,49.276,87.715,"(310498.8319,2651960.4869)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,L,628-35(2),1,1,1039.00,1255.0,741.92,741.92,0.00,41.866,22.3806,22.3800,67.828,87.313,"(310464.9608,2651996.2759)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,45.849,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5540,8.5500,35.449,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.11,0.01,10.400,10.4001,10.4000,68.230,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5541,8.5500,57.830,87.715,"(310504.7119,2651954.2741)","(-0.68738,0.72630)"
3.5,R,628-35(2),1,1,1039.00,1255.0,741.92,741.93,0.01,41.343,22.3882,22.3900,49.276,87.715,"(310498.8319,2651960.4869)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,L,628-35(2),1,1,1039.00,1255.0,741.92,741.92,0.00,41.866,22.3806,22.3800,67.828,87.313,"(310464.9608,2651996.2759)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,45.849,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5540,8.5500,35.449,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.11,0.01,10.400,10.4001,10.4000,68.230,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5541,8.5500,57.830,87.715,"(310504.7119,2651954.2741)","(-0.68738,0.72630)"
3.5,R,628-35(2),1,1,1039.00,1255.0,741.92,741.93,0.01,41.343,22.3882,22.3900,49.276,87.715,"(310498.8319,2651960.4869)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,L,628-35(2),1,1,1039.00,1255.0,741.92,741.92,0.00,41.866,22.3806,22.3800,67.828,87.313,"(310464.9608,2651996.2759)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,45.849,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5540,8.5500,35.449,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.11,0.01,10.400,10.4001,10.4000,68.230,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5541,8.5500,57.830,87.715,"(310504.7119,2651954.2741)","(-0.68738,0.72630)"
3.5,R,628-35(2),1,1,1039.00,1255.0,741.92,741.93,0.01,41.343,22.3882,22.3900,49.276,87.715,"(310498.8319,2651960.4869)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,L,628-35(2),1,1,1039.00,1255.0,741.92,741.92,0.00,41.866,22.3806,22.3800,67.828,87.313,"(310464.9608,2651996.2759)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.10,0.00,10.400,10.4000,10.4000,45.849,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
3.5,R,628-37(1),2,2,350.76,457.0,283.42,283.42,0.00,18.954,8.5540,8.5500,35.449,87.715,"(310504.7120,2651954.2739)","(-0.68738,0.72630)"
3.5,L,628-36(1),3,0,947.97,1047.0,639.46,639.47,0.01,19.485,19.4854,19.4900,87.313,87.313,"(310451.5670,2652010.4282)","(0.68738,-0.72630)"
3.5,R,628(5),4,3,382.91,553.9,332.10,332.11,0.01,10.400,10.4001,10.4000,68.230,87.715,"(310511.8607,2651946.7204)","(-0.68738,0.72630)"
